id;Anzahl;Art;Überberdacht;ÖPNV;Ort;Jahr;Adresse;Projekt;lat;lon
1;1;A;N;N;Geh;2018;Allerstraße 13;Anlehnbügel 2018 (SenUVK);52.474876;13.423399
2;1;A;N;N;Geh;2018;Allerstraße 33;Anlehnbügel 2018 (SenUVK);52.474483;13.421933
3;2;A;N;N;Geh;2018;Allerstraße 44;Anlehnbügel 2018 (SenUVK);52.474922;13.425871
4;1;A;N;N;Geh;2018;Allerstraße 47;Anlehnbügel 2018 (SenUVK);52.475018;13.426748
5;1;A;N;N;Geh;2018;Altenbraker Straße 23;Anlehnbügel 2018 (SenUVK);52.46965;13.432808
6;2;A;N;N;Geh;2018;Anzengruberstraße 14/15;Anlehnbügel 2018 (SenUVK);52.48085;13.4410305
7;1;A;N;N;Geh;2018;Anzengruberstraße 19;Anlehnbügel 2018 (SenUVK);52.48065;13.43968
8;1;A;N;N;Geh;2018;Anzengruberstraße 8;Anlehnbügel 2018 (SenUVK);52.480434;13.43991
9;2;A;N;N;Geh;2018;Bartastraße 12;Anlehnbügel 2018 (SenUVK);52.47462;13.450578
10;3;A;N;N;Geh;2018;Bartastraße 16;Anlehnbügel 2018 (SenUVK);52.474346;13.450717
11;2;A;N;N;Geh;2018;Boddinstraße 1;Anlehnbügel 2018 (SenUVK);52.481075;13.434288
12;2;A;N;N;Geh;2018;Boddinstraße 10;Anlehnbügel 2018 (SenUVK);52.48072;13.431614
13;3;A;N;N;Geh;2018;Boddinstraße 46;Anlehnbügel 2018 (SenUVK);52.480034;13.429225
14;2;A;N;N;Geh;2018;Boddinstraße 5;Anlehnbügel 2018 (SenUVK);52.480953;13.433409
15;2;A;N;N;Geh;2018;Boddinstraße 55;Anlehnbügel 2018 (SenUVK);52.480083;13.4306555
16;3;A;N;N;Geh;2018;Boddinstraße 55 (Schule);Anlehnbügel 2018 (SenUVK);52.480083;13.4306555
17;3;A;N;N;Geh;2018;Boddinstraße 55 (Schule);Anlehnbügel 2018 (SenUVK);52.480083;13.4306555
18;3;A;N;N;Geh;2018;Boddinstraße 8/9;Anlehnbügel 2018 (SenUVK);52.480846;13.432647
19;2;A;N;N;Geh;2018;Böhmische Straße 27;Anlehnbügel 2018 (SenUVK);52.476257;13.447315
20;2;A;N;N;Geh;2018;Böhmische Straße 43;Anlehnbügel 2018 (SenUVK);52.474266;13.449216
21;2;A;N;N;Geh;2018;Bornsdorfer Str. 19;Anlehnbügel 2018 (SenUVK);52.476254;13.437277
22;2;A;N;N;Geh;2018;Bornsdorfer Str. 23;Anlehnbügel 2018 (SenUVK);52.476044;13.437349
23;3;A;N;N;Geh;2018;Bornsdorfer Str. 31;Anlehnbügel 2018 (SenUVK);52.475693;13.43747
24;3;A;N;N;Geh;2018;Bürknerstraße 10;Anlehnbügel 2018 (SenUVK);52.49324;13.42409
25;1;A;N;N;Geh;2018;Bürknerstraße 17;Anlehnbügel 2018 (SenUVK);52.49297;13.423466
26;3;A;N;N;Geh;2018;Bürknerstraße 20;Anlehnbügel 2018 (SenUVK);52.493023;13.424093
27;3;A;N;N;F;2018;Donaustraße 54;Anlehnbügel 2018 (SenUVK);52.478474;13.441979
28;2;A;N;N;Geh;2018;Donaustraße 81;Anlehnbügel 2018 (SenUVK);52.478462;13.442514
29;3;A;N;N;F;2018;Elbestraße 1;Anlehnbügel 2018 (SenUVK);52.48289;13.438486
30;7;A;N;N;F;2018;Elbestraße 1 (Mitttelstreifen);Anlehnbügel 2018 (SenUVK);52.48289;13.438486
31;5;A;N;N;F;2018;Elbestraße 11;Anlehnbügel 2018 (SenUVK);52.48433;13.44033
32;2;A;N;N;Geh;2018;Elbestraße 17/18;Anlehnbügel 2018 (SenUVK);52.485237;13.44162
33;3;A;N;N;F;2018;Elbestraße 19;Anlehnbügel 2018 (SenUVK);52.485584;13.442041
34;2;A;N;N;Geh;2018;Elbestraße 24;Anlehnbügel 2018 (SenUVK);52.48539;13.441275
35;2;A;N;N;Geh;2018;Elsenstraße 61;Anlehnbügel 2018 (SenUVK);52.484287;13.447545
36;2;A;N;N;Geh;2018;Emserstraße 128;Anlehnbügel 2018 (SenUVK);52.46918;13.437261
37;2;A;N;N;Geh;2018;Emserstraße 20;Anlehnbügel 2018 (SenUVK);52.469257;13.435998
38;2;A;N;N;Geh;2018;Emserstraße 47/48;Anlehnbügel 2018 (SenUVK);52.468243;13.427879
39;1;A;N;N;Geh;2018;Emserstraße 51;Anlehnbügel 2018 (SenUVK);52.468132;13.426862
40;1;A;N;N;Geh;2018;Emserstraße 60;Anlehnbügel 2018 (SenUVK);52.46788;13.424542
41;2;A;N;N;Geh;2018;Emserstraße 61;Anlehnbügel 2018 (SenUVK);52.467846;13.424339
42;2;A;N;N;Geh;2018;Emserstraße 63/64;Anlehnbügel 2018 (SenUVK);52.467804;13.423878
43;3;A;N;N;Geh;2018;Emserstraße 66;Anlehnbügel 2018 (SenUVK);52.46771;13.423109
44;2;A;N;N;Geh;2018;Emserstraße 66A;Anlehnbügel 2018 (SenUVK);52.467697;13.422898
45;3;A;N;N;Geh;2018;Emserstraße 68;Anlehnbügel 2018 (SenUVK);52.467632;13.422428
46;3;A;N;N;Geh;2018;Emserstraße 76/77;Anlehnbügel 2018 (SenUVK);52.467358;13.42206
47;1;A;N;N;Geh;2018;Emserstraße 85;Anlehnbügel 2018 (SenUVK);52.467648;13.424622
48;2;A;N;N;Geh;2018;Erlangerstraße 16;Anlehnbügel 2018 (SenUVK);52.48178;13.4307995
49;2;A;N;N;Geh;2018;Erlangerstraße 6;Anlehnbügel 2018 (SenUVK);52.482143;13.430258
50;5;A;N;N;F;2018;Finowstraße 12;Anlehnbügel 2018 (SenUVK);52.48272;13.443864
51;5;A;N;N;F;2018;Finowstraße 13;Anlehnbügel 2018 (SenUVK);52.482983;13.44422
52;2;A;N;N;Geh;2018;Finowstraße 14;Anlehnbügel 2018 (SenUVK);52.483112;13.444396
53;2;A;N;N;Geh;2018;Finowstraße 17/18;Anlehnbügel 2018 (SenUVK);52.483406;13.444393
54;2;A;N;N;Geh;2018;Finowstraße 19;Anlehnbügel 2018 (SenUVK);52.48315;13.44397
55;2;A;N;N;Geh;2018;Finowstraße 20;Anlehnbügel 2018 (SenUVK);52.483036;13.443811
56;3;A;N;N;Geh;2018;Finowstraße 23;Anlehnbügel 2018 (SenUVK);52.48265;13.443365
57;3;A;N;N;Geh;2018;Finowstraße 8;Anlehnbügel 2018 (SenUVK);52.482094;13.44297
58;2;A;N;N;Geh;2018;Flughafenstraße 20/22;Anlehnbügel 2018 (SenUVK);52.48156;13.430584
59;2;A;N;N;Geh;2018;Flughafenstraße 37;Anlehnbügel 2018 (SenUVK);52.4811;13.428116
60;3;A;N;N;Geh;2018;Flughafenstraße 45;Anlehnbügel 2018 (SenUVK);52.480717;13.426678
61;2;A;N;N;Geh;2018;Flughafenstraße 58;Anlehnbügel 2018 (SenUVK);52.48087;13.424628
62;3;A;N;N;Geh;2018;Flughafenstraße 84;Anlehnbügel 2018 (SenUVK);52.480503;13.421336
63;1;A;N;N;Geh;2018;Flughafenstraße ggü. 13 (Arcaden);Anlehnbügel 2018 (SenUVK);52.48155;13.432098
64;1;A;N;N;Geh;2018;Flughafenstraße ggü.11 (Arcaden);Anlehnbügel 2018 (SenUVK);52.481556;13.432463
65;2;A;N;N;Geh;2018;Fontanestr. 13;Anlehnbügel 2018 (SenUVK);52.47985;13.421029
66;2;A;N;N;Geh;2018;Fontanestraße 8;Anlehnbügel 2018 (SenUVK);52.480915;13.420555
67;2;A;N;N;Geh;2018;Framstraße 17/19;Anlehnbügel 2018 (SenUVK);52.48915;13.432428
68;2;A;N;N;Geh;2018;Framstraße 3;Anlehnbügel 2018 (SenUVK);52.489555;13.431332
69;2;A;N;N;Geh;2018;Framstraße 9;Anlehnbügel 2018 (SenUVK);52.48936;13.431858
70;3;A;N;N;Geh;2018;Friedelstraße 35;Anlehnbügel 2018 (SenUVK);52.492924;13.427814
71;2;A;N;N;F;2018;Friedrichsbrunner Straße 23;Anlehnbügel 2018 (SenUVK);52.45978;13.430044
72;4;A;N;N;Geh;2018;Friedrichsbrunner Straße 40-46;Anlehnbügel 2018 (SenUVK);52.45801;13.429887
73;3;A;N;N;F;2018;Fuldastraße 10;Anlehnbügel 2018 (SenUVK);52.483524;13.435708
74;2;A;N;N;Geh;2018;Fuldastraße 23A;Anlehnbügel 2018 (SenUVK);52.485687;13.438563
75;3;A;N;N;Geh;2018;Fuldastraße 24;Anlehnbügel 2018 (SenUVK);52.485825;13.438746
76;1;A;N;N;Geh;2018;Fuldastraße 35;Anlehnbügel 2018 (SenUVK);52.48636;13.439078
77;3;A;N;N;Geh;2018;Fuldastraße 43;Anlehnbügel 2018 (SenUVK);52.485348;13.437741
78;3;A;N;N;Geh;2018;Fuldastraße 50;Anlehnbügel 2018 (SenUVK);52.484344;13.436089
79;8;A;N;N;F;2018;Fuldastraße 61;Anlehnbügel 2018 (SenUVK);52.482323;13.433768
80;3;A;N;N;Geh;2018;Germaniapromenade 10;Anlehnbügel 2018 (SenUVK);52.46084;13.433689
81;2;A;N;N;Geh;2018;Geygerstraße 7;Anlehnbügel 2018 (SenUVK);52.478783;13.442163
82;3;A;N;N;Geh;2018;Geygerstraße ggü. 15 (Spielplatz);Anlehnbügel 2018 (SenUVK);52.479313;13.443595
83;2;A;N;N;Geh;2018;Geygerstraße ggü. 17;Anlehnbügel 2018 (SenUVK);52.47953;13.443883
84;3;A;N;N;Geh;2018;Glasower Straße 67;Anlehnbügel 2018 (SenUVK);52.46487;13.442216
85;3;A;N;N;Geh;2018;Hannemannstraße 2;Anlehnbügel 2018 (SenUVK);52.45565;13.44886
86;4;A;N;N;Geh;2018;Hannemannstraße 74;Anlehnbügel 2018 (SenUVK);52.454327;13.438647
87;3;A;N;N;Geh;2018;Harzer Straße 12;Anlehnbügel 2018 (SenUVK);52.487965;13.442898
88;2;A;N;N;Geh;2018;Harzer Straße 96;Anlehnbügel 2018 (SenUVK);52.48665;13.446072
89;1;A;N;N;Geh;2018;Harzer Straße 97;Anlehnbügel 2018 (SenUVK);52.48674;13.445894
90;2;A;N;N;Geh;2018;Harzer Straße 98;Anlehnbügel 2018 (SenUVK);52.486866;13.445647
91;2;A;N;N;Geh;2018;Hermannstraße 173-172;Anlehnbügel 2018 (SenUVK);52.470753;13.429805
92;1;A;N;N;Geh;2018;Hermannstraße 232;Anlehnbügel 2018 (SenUVK);52.48171;13.42512
93;1;A;N;N;Geh;2018;Hermannstraße 72;Anlehnbügel 2018 (SenUVK);52.474056;13.427493
94;10;A;N;N;Geh;2018;Hermannstraße 80 (ehem. Friedhof);Anlehnbügel 2018 (SenUVK);52.472454;13.428319
95;1;A;N;N;Geh;2018;Herrfurthplatz 4;Anlehnbügel 2018 (SenUVK);52.477505;13.421486
96;1;A;N;N;Geh;2018;Hertzbergstraße 20;Anlehnbügel 2018 (SenUVK);52.47696;13.447627
97;2;A;N;N;Geh;2018;Hertzbergstraße 22;Anlehnbügel 2018 (SenUVK);52.47671;13.44755
98;2;A;N;N;Geh;2018;Hertzbergstraße 23;Anlehnbügel 2018 (SenUVK);52.47657;13.447504
99;3;A;N;N;F;2018;Hertzbergstraße 4;Anlehnbügel 2018 (SenUVK);52.475742;13.44784
100;3;A;N;N;Geh;2018;Hobrechtstraße 39;Anlehnbügel 2018 (SenUVK);52.493458;13.425609
101;2;A;N;N;Geh;2018;Hobrechtstraße 40;Anlehnbügel 2018 (SenUVK);52.49369;13.425524
102;3;A;N;N;Geh;2018;Hobrechtstraße 41;Anlehnbügel 2018 (SenUVK);52.49385;13.425481
103;3;A;N;N;F;2018;Hobrechtstraße 55 (Spielplatz);Anlehnbügel 2018 (SenUVK);52.491615;13.42514
104;1;A;N;N;Geh;2018;Hobrechtstraße 8;Anlehnbügel 2018 (SenUVK);52.486595;13.427025
105;1;A;N;N;Geh;2018;Hüttenroder Weg 10;Anlehnbügel 2018 (SenUVK);52.485134;13.446474
106;3;A;N;N;Geh;2018;Hüttenroder Weg 14;Anlehnbügel 2018 (SenUVK);52.48492;13.446776
107;2;A;N;N;Geh;2018;Hüttenroder Weg 26;Anlehnbügel 2018 (SenUVK);52.484516;13.4476795
108;2;A;N;N;Geh;2018;Ilsestraße 4;Anlehnbügel 2018 (SenUVK);52.46956;13.435711
109;3;A;N;N;Geh;2018;Innstraße 17;Anlehnbügel 2018 (SenUVK);52.480206;13.442197
110;2;A;N;N;Geh;2018;Innstraße 2;Anlehnbügel 2018 (SenUVK);52.4827;13.445532
111;2;A;N;N;Geh;2018;Innstraße 30;Anlehnbügel 2018 (SenUVK);52.480072;13.4425535
112;2;A;N;N;Geh;2018;Innstraße 35;Anlehnbügel 2018 (SenUVK);52.48119;13.444026
113;2;A;N;N;Geh;2018;Innstraße 37;Anlehnbügel 2018 (SenUVK);52.481453;13.444373
114;2;A;N;N;Geh;2018;Innstraße 44;Anlehnbügel 2018 (SenUVK);52.482754;13.446
115;1;A;N;N;Geh;2018;Innstraße 6;Anlehnbügel 2018 (SenUVK);52.482098;13.444738
116;6;A;N;N;F;2018;Jonasstraße 17 (Peter-Petersen-Grundschule);Anlehnbügel 2018 (SenUVK);52.471687;13.435314
117;2;A;N;N;Geh;2018;Jonasstraße 18;Anlehnbügel 2018 (SenUVK);52.47167;13.435149
118;1;A;N;N;Geh;2018;Jonasstraße 28;Anlehnbügel 2018 (SenUVK);52.471287;13.431737
119;2;A;N;N;Geh;2018;Jonasstraße 31;Anlehnbügel 2018 (SenUVK);52.471188;13.430887
120;3;A;N;N;F;2018;Jonasstraße 63;Anlehnbügel 2018 (SenUVK);52.472015;13.439377
121;2;A;N;N;Geh;2018;Jonastraße 55;Anlehnbügel 2018 (SenUVK);52.4715;13.435485
122;2;A;N;N;Geh;2018;Kanner Straße 5;Anlehnbügel 2018 (SenUVK);52.471405;13.447375
123;3;A;N;N;Geh;2018;Karl-Marx-Straße 91;Anlehnbügel 2018 (SenUVK);52.480476;13.436133
124;1;A;N;N;Geh;2018;Karlsgartenstraße 3;Anlehnbügel 2018 (SenUVK);52.482273;13.423764
125;1;A;N;N;Geh;2018;Karlsgartenstraße 4;Anlehnbügel 2018 (SenUVK);52.48226;13.423526
126;3;A;N;N;Geh;2018;Karlsgartenstraße 5;Anlehnbügel 2018 (SenUVK);52.482193;13.4227705
127;2;A;N;N;Geh;2018;Karlsgartenstraße 6;Anlehnbügel 2018 (SenUVK);52.48217;13.422211
128;3;A;N;N;Geh;2018;Karlsgartenstraße 6;Anlehnbügel 2018 (SenUVK);52.48217;13.422211
129;3;A;N;N;Geh;2018;Karlsgartenstraße 6;Anlehnbügel 2018 (SenUVK);52.48217;13.422211
130;3;A;N;N;Geh;2018;Karlsgartenstraße 7;Anlehnbügel 2018 (SenUVK);52.48197;13.42093
131;1;A;N;N;Geh;2018;Kiehlufer 49;Anlehnbügel 2018 (SenUVK);52.4855;13.4442425
132;2;A;N;N;Geh;2018;Kiehlufer 51/53;Anlehnbügel 2018 (SenUVK);52.485413;13.444411
133;3;A;N;N;Geh;2018;Kiehlufer 65;Anlehnbügel 2018 (SenUVK);52.4845;13.446196
134;3;A;N;N;Geh;2018;Kiehlufer 69;Anlehnbügel 2018 (SenUVK);52.484306;13.446607
135;2;A;N;N;Geh;2018;Kiehlufer 75;Anlehnbügel 2018 (SenUVK);52.483826;13.447545
136;2;A;N;N;Geh;2018;Kienitzer Str. 16_Bornsdorfer Str. 4;Anlehnbügel 2018 (SenUVK);52.477394;13.436311
137;2;A;N;N;Geh;2018;Kienitzer Straße 104;Anlehnbügel 2018 (SenUVK);52.475986;13.424867
138;1;A;N;N;Geh;2018;Kienitzer Straße 91;Anlehnbügel 2018 (SenUVK);52.47594;13.426377
139;1;A;N;N;Geh;2018;Kienitzer Straße 92;Anlehnbügel 2018 (SenUVK);52.476143;13.426231
140;1;A;N;N;Geh;2018;Kienitzer Straße 96;Anlehnbügel 2018 (SenUVK);52.476105;13.425911
141;3;A;N;N;Geh;2018;Kienitzer Straße 99;Anlehnbügel 2018 (SenUVK);52.475826;13.425563
142;2;A;N;N;Geh;2018;Kirchhofstraße 48;Anlehnbügel 2018 (SenUVK);52.47323;13.443689
143;2;A;N;N;Geh;2018;Laubestraße 13;Anlehnbügel 2018 (SenUVK);52.482952;13.439957
144;3;A;N;N;Geh;2018;Lauibestraße 15;Anlehnbügel 2018 (SenUVK);52.483162;13.439537
145;2;A;N;N;Geh;2018;Leinestraße 37 (Carl-Legien-Oberschule);Anlehnbügel 2018 (SenUVK);52.472637;13.423461
146;2;A;N;N;Geh;2018;Leinestraße 57;Anlehnbügel 2018 (SenUVK);52.473236;13.42754
147;1;A;N;N;Geh;2018;Liberdastraße 14;Anlehnbügel 2018 (SenUVK);52.49177;13.429267
148;1;A;N;N;Geh;2018;Liberdastraße 2;Anlehnbügel 2018 (SenUVK);52.491722;13.429583
149;1;A;N;N;Geh;2018;Liberdastraße 3;Anlehnbügel 2018 (SenUVK);52.491825;13.429728
150;2;A;N;N;Geh;2018;Lichtenraderstr. 11;Anlehnbügel 2018 (SenUVK);52.47707;13.419946
151;2;A;N;N;Geh;2018;Lichtenraderstr. 12;Anlehnbügel 2018 (SenUVK);52.476612;13.4200735
152;3;A;N;N;Geh;2018;Lichtenraderstr. 24;Anlehnbügel 2018 (SenUVK);52.474174;13.420821
153;3;A;N;N;Geh;2018;Lichtenraderstr. 26;Anlehnbügel 2018 (SenUVK);52.473732;13.420982
154;3;A;N;N;Geh;2018;Lichtenraderstr. 37;Anlehnbügel 2018 (SenUVK);52.474182;13.421225
155;3;A;N;N;Geh;2018;Lichtenraderstr. 45 (Spielplatz);Anlehnbügel 2018 (SenUVK);52.47612;13.420649
156;2;A;N;N;Geh;2018;Lichtenraderstr. 52A;Anlehnbügel 2018 (SenUVK);52.477474;13.420202
157;2;A;N;N;Geh;2018;Lichtenraderstr. 54;Anlehnbügel 2018 (SenUVK);52.477673;13.420137
158;2;A;N;N;Geh;2018;Lichtenraderstr. 9;Anlehnbügel 2018 (SenUVK);52.477417;13.419838
159;2;A;N;N;Geh;2018;Mahlower Str 15;Anlehnbügel 2018 (SenUVK);52.479626;13.420147
160;2;A;N;N;Geh;2018;Mahlower Str.12;Anlehnbügel 2018 (SenUVK);52.479702;13.420927
161;2;A;N;N;Geh;2018;Mahlower Str.13;Anlehnbügel 2018 (SenUVK);52.479668;13.420527
162;1;A;N;N;Geh;2018;Mahlower Str.25;Anlehnbügel 2018 (SenUVK);52.479664;13.422758
163;1;A;N;N;Geh;2018;Mahlower Str.27;Anlehnbügel 2018 (SenUVK);52.479755;13.423596
164;2;A;N;N;Geh;2018;Mainzer Straße 12/13;Anlehnbügel 2018 (SenUVK);52.482964;13.427249
165;2;A;N;N;Geh;2018;Mainzer Straße 17;Anlehnbügel 2018 (SenUVK);52.48209;13.427273
166;2;A;N;N;Geh;2018;Mainzer Straße 20;Anlehnbügel 2018 (SenUVK);52.481487;13.427431
167;2;A;N;N;Geh;2018;Mainzer Straße 27 (Spielplatz);Anlehnbügel 2018 (SenUVK);52.47898;13.428003
168;2;A;N;N;Geh;2018;Mainzer Straße 43/2;Anlehnbügel 2018 (SenUVK);52.48155;13.427763
169;2;A;N;N;Geh;2018;Mainzer Straße 7/8;Anlehnbügel 2018 (SenUVK);52.483772;13.427269
170;1;A;N;N;Geh;2018;Mainzer Straße 9/10;Anlehnbügel 2018 (SenUVK);52.483444;13.427259
171;2;A;N;N;Geh;2018;Manitiusstraße 11;Anlehnbügel 2018 (SenUVK);52.49088;13.433299
172;2;A;N;N;Geh;2018;Manitiusstraße 15/16;Anlehnbügel 2018 (SenUVK);52.49075;13.434367
173;2;A;N;N;Geh;2018;Maybachufer ggü. 21;Anlehnbügel 2018 (SenUVK);52.49361;13.427329
174;2;A;N;N;Geh;2018;Nansenstraße 15;Anlehnbügel 2018 (SenUVK);52.49029;13.431627
175;4;A;N;N;Geh;2018;Nansenstraße 2;Anlehnbügel 2018 (SenUVK);52.488407;13.429763
176;2;A;N;N;Geh;2018;Nansenstraße 27;Anlehnbügel 2018 (SenUVK);52.491108;13.431995
177;3;A;N;N;Geh;2018;Nansenstraße 3;Anlehnbügel 2018 (SenUVK);52.48857;13.429958
178;2;A;N;N;Geh;2018;Nansenstraße 33;Anlehnbügel 2018 (SenUVK);52.490253;13.431262
179;3;A;N;N;Geh;2018;Nansenstraße 6 (Kirche);Anlehnbügel 2018 (SenUVK);52.48893;13.430351
180;2;A;N;N;Geh;2018;Neißestraße 2;Anlehnbügel 2018 (SenUVK);52.46762;13.425102
181;1;A;N;N;Geh;2018;Neißestraße 3;Anlehnbügel 2018 (SenUVK);52.467583;13.42476
182;2;A;N;N;Geh;2018;Niemetzstraße 11;Anlehnbügel 2018 (SenUVK);52.472885;13.4505005
183;2;A;N;N;Geh;2018;Niemetzstraße 15;Anlehnbügel 2018 (SenUVK);52.47249;13.450881
184;1;A;N;N;Geh;2018;Nogatstraße 15;Anlehnbügel 2018 (SenUVK);52.469727;13.434391
185;1;A;N;N;Geh;2018;Nogatstraße 17;Anlehnbügel 2018 (SenUVK);52.469658;13.433871
186;1;A;N;N;Geh;2018;Nogatstraße 17A;Anlehnbügel 2018 (SenUVK);52.469627;13.433597
187;2;A;N;N;Geh;2018;Nogatstraße 19;Anlehnbügel 2018 (SenUVK);52.46956;13.433072
188;3;A;N;N;Geh;2018;Nogatstraße 24;Anlehnbügel 2018 (SenUVK);52.469376;13.43159
189;2;A;N;N;Geh;2018;Nogatstraße 31/32;Anlehnbügel 2018 (SenUVK);52.469166;13.431708
190;2;A;N;N;Geh;2018;Nogatstraße 40;Anlehnbügel 2018 (SenUVK);52.469498;13.434241
191;1;A;N;N;Geh;2018;Nogatstraße 45;Anlehnbügel 2018 (SenUVK);52.469692;13.435849
192;3;A;N;N;F;2018;Oderstraße / Warthestraße 37;Anlehnbügel 2018 (SenUVK);52.469215;13.4208145
193;2;A;N;N;Geh;2018;Oderstraße 1_Siegfriedstr. 58;Anlehnbügel 2018 (SenUVK);52.46694;13.421323
194;6;A;N;N;Geh;2018;Oderstraße 172/176;Anlehnbügel 2018 (SenUVK);52.4702346;13.4201952
195;2;A;N;N;Geh;2018;Oderstraße 35;Anlehnbügel 2018 (SenUVK);52.473576;13.419671
196;3;A;N;N;Geh;2018;Oderstraße 37;Anlehnbügel 2018 (SenUVK);52.47394;13.419603
197;6;A;N;N;F;2018;Oderstraße ggü 39;Anlehnbügel 2018 (SenUVK);52.474197;13.419496
198;7;A;N;N;F;2018;Okerstraße 1;Anlehnbügel 2018 (SenUVK);52.474335;13.426939
199;1;A;N;N;Geh;2018;Okerstraße 10;Anlehnbügel 2018 (SenUVK);52.474075;13.424565
200;3;A;N;N;Geh;2018;Okerstraße 15;Anlehnbügel 2018 (SenUVK);52.473846;13.422492
201;2;A;N;N;Geh;2018;Okerstraße 20;Anlehnbügel 2018 (SenUVK);52.473656;13.420718
202;2;A;N;N;Geh;2018;Okerstraße 24;Anlehnbügel 2018 (SenUVK);52.473576;13.419968
203;3;A;N;N;Geh;2018;Okerstraße 34;Anlehnbügel 2018 (SenUVK);52.473637;13.422649
204;3;A;N;N;F;2018;Okerstraße 35;Anlehnbügel 2018 (SenUVK);52.473724;13.423582
205;3;A;N;N;F;2018;Okerstraße 39;Anlehnbügel 2018 (SenUVK);52.473854;13.424668
206;3;A;N;N;F;2018;Okerstraße 40;Anlehnbügel 2018 (SenUVK);52.47393;13.425355
207;3;A;N;N;Geh;2018;Onckenstraße 19/21;Anlehnbügel 2018 (SenUVK);52.488205;13.441972
208;1;A;N;N;Geh;2018;Onckenstraße 21;Anlehnbügel 2018 (SenUVK);52.48808;13.441816
209;2;A;N;N;Geh;2018;Ossastr. 46;Anlehnbügel 2018 (SenUVK);52.48762;13.435984
210;2;A;N;N;Geh;2018;Ossastraße 10;Anlehnbügel 2018 (SenUVK);52.48685;13.437175
211;1;A;N;N;Geh;2018;Ossastraße 13;Anlehnbügel 2018 (SenUVK);52.4866;13.437692
212;2;A;N;N;Geh;2018;Ossastraße 14/15;Anlehnbügel 2018 (SenUVK);52.486523;13.437856
213;3;A;N;N;Geh;2018;Ossastraße 16A;Anlehnbügel 2018 (SenUVK);52.486217;13.438559
214;4;A;N;N;Geh;2018;Ossastraße 34-37;Anlehnbügel 2018 (SenUVK);52.48635;13.438725
215;2;A;N;N;Geh;2018;Ossastraße 39;Anlehnbügel 2018 (SenUVK);52.48681;13.437754
216;5;A;N;N;Geh;2018;Ossastraße 44;Anlehnbügel 2018 (SenUVK);52.487457;13.43639
217;4;A;N;N;Geh;2018;Ossastraße 45;Anlehnbügel 2018 (SenUVK);52.48752;13.436252
218;2;A;N;N;Geh;2018;Pannierstraße 37;Anlehnbügel 2018 (SenUVK);52.490456;13.434194
219;3;A;N;N;F;2018;Pannierstraße 61;Anlehnbügel 2018 (SenUVK);52.485897;13.429825
220;2;A;N;N;Geh;2018;Pflügerstraße 24;Anlehnbügel 2018 (SenUVK);52.49004;13.433077
221;2;A;N;N;Geh;2018;Pflügerstraße 53;Anlehnbügel 2018 (SenUVK);52.490257;13.433348
222;2;A;N;N;Geh;2018;Pflügerstraße 60;Anlehnbügel 2018 (SenUVK);52.491;13.431063
223;2;A;N;N;Geh;2018;Pflügerstraße 76/77;Anlehnbügel 2018 (SenUVK);52.491405;13.425446
224;2;A;N;N;Geh;2018;Pflügerstraße 79A;Anlehnbügel 2018 (SenUVK);52.491295;13.424367
225;3;A;N;N;Geh;2018;Reuterplatz (ostseite /Nansenstraße 2);Anlehnbügel 2018 (SenUVK);52.488407;13.429763
226;1;A;N;N;Geh;2018;Reuterplatz 1;Anlehnbügel 2018 (SenUVK);52.489944;13.429244
227;2;A;N;N;Geh;2018;Reuterplatz 1;Anlehnbügel 2018 (SenUVK);52.489944;13.429244
228;2;A;N;N;Geh;2018;Reuterplatz 3/4;Anlehnbügel 2018 (SenUVK);52.489647;13.429909
229;3;A;N;N;F;2018;Reuterstraße 66;Anlehnbügel 2018 (SenUVK);52.486294;13.428757
230;3;A;N;N;F;2018;Richardplatz 28;Anlehnbügel 2018 (SenUVK);52.47419;13.446312
231;3;A;N;N;F;2018;Richardplatz 2b;Anlehnbügel 2018 (SenUVK);52.47464;13.446285
232;3;A;N;N;Geh;2018;Richardplatz 9 (Spielplatz);Anlehnbügel 2018 (SenUVK);52.474326;13.443644
233;2;A;N;N;Geh;2018;Richardstraße 108;Anlehnbügel 2018 (SenUVK);52.478294;13.439162
234;3;A;N;N;F;2018;Richardstraße 12;Anlehnbügel 2018 (SenUVK);52.47767;13.439705
235;3;A;N;N;Geh;2018;Richardstraße 51;Anlehnbügel 2018 (SenUVK);52.472527;13.445518
236;1;A;N;N;Geh;2018;Richardstraße 53A;Anlehnbügel 2018 (SenUVK);52.4721;13.445821
237;2;A;N;N;Geh;2018;Richardstraße 7;Anlehnbügel 2018 (SenUVK);52.478104;13.438877
238;1;A;N;N;Geh;2018;Roseggerstraße 11;Anlehnbügel 2018 (SenUVK);52.4787;13.444796
239;3;A;N;N;Geh;2018;Roseggerstraße 12;Anlehnbügel 2018 (SenUVK);52.478874;13.445057
240;2;A;N;N;Geh;2018;Roseggerstraße 17;Anlehnbügel 2018 (SenUVK);52.480038;13.446715
241;2;A;N;N;Geh;2018;Roseggerstraße 35;Anlehnbügel 2018 (SenUVK);52.48067;13.447024
242;2;A;N;N;Geh;2018;Roseggerstraße 37/38;Anlehnbügel 2018 (SenUVK);52.48026;13.4464445
243;2;A;N;N;F;2018;Roseggerstraße 7;Anlehnbügel 2018 (SenUVK);52.47794;13.443665
244;2;A;N;N;Geh;2018;Roseggerstraße 9;Anlehnbügel 2018 (SenUVK);52.47844;13.444413
